Gender,Age,University,Degree_level,Degree_major,Residential_status,Sports_engagement,Average_sleep,Study_satisfaction,Academic_workload ,Academic_pressure,Financial_concerns,Social_relationships,Depression,Anxiety,Isolation,Stress_relief_activities,Hours Studied,Previous Scores,Extracurricular Activities,Performance Index,Sample Question Papers Practiced,CGPA,Semester,AttendaceRate,PartTimeJob,Screen_Time,Caffeine_Intake,Sleep_Quality,Mothers_Job,Fathers_job,Reason_to_Join_Domain,traveltime,studytime,Backlogs,Financial Condition,Internet Type,Network Type,Device,Adaptivity Level,Parental_Involvement,Access_to_Resources,Motivation_Level,Internet_Access,Family_Income,Peer_Influence,Parental_Education_Level,Distance_from_Home
Female,19,KLS,Undergraduate,Data SCience,On-Campus,No sports,7-8 hrs,2,5,5,4,3,4,2,4,Nothing ,6,77,No,66,8,7.64,2nd sem,0.5092,Yes,1.5,3,8,other,other,course,1,2,0,Mid,Mobile Data,4G,Mobile,Low,Low,Medium,Medium,Yes,Medium,Neutral,,Moderate
Female,19,VDIT,Undergraduate,Data SCience,Off-Campus,7+ times,4-5 hrs,5,2,3,2,1,4,3,5,Sports and Fitness ,3,62,Yes,43,0,9.66,2nd sem,0.7161,Yes,2,0,1,services,services,reputation,1,2,0,Mid,Mobile Data,4G,Mobile,Moderate,Medium,Medium,High,Yes,High,Neutral,High School,Moderate
Male,21,KLS,Undergraduate,Computer Science,On-Campus,1-3 times,7-8 hrs,3,2,2,3,4,3,4,5,"Gaming , Sleep ",9,85,No,81,6,6.91,2nd sem,0.9201,Yes,3.3,5,1,at_home,other,course,4,2,0,Rich,Wifi,4G,Mobile,Moderate,Low,Medium,Medium,Yes,Medium,Neutral,High School,Near
Male,20,VDIT,Undergraduate,Computer Science,On-Campus,1-3 times,6-7 hrs,3,3,5,2,3,5,2,5,"Religious Activities, Social Connections, Online Entertainment",4,62,Yes,43,6,5.89,2nd sem,0.6961,No,2.6,1,6,other,other,course,2,3,0,Mid,Wifi,4G,Mobile,Moderate,Medium,High,Medium,Yes,Medium,Negative,High School,Moderate
Female,20,VDIT,Undergraduate,Data SCience,Off-Campus,No sports,7-8 hrs,3,4,2,5,3,2,1,4,"Gaming , Online Entertainment ",1,74,Yes,46,5,9.27,2nd sem,0.5897,Yes,1.6,3,8,health,other,reputation,1,2,0,Mid,Mobile Data,3G,Mobile,Low,High,High,Medium,Yes,Low,Neutral,Postgraduate,Near
Female,20,VTU,Undergraduate,Computer Science,On-Campus,4-6 times,6-7 hrs,5,3,3,1,5,2,1,4,Religious Activities,4,78,No,61,3,7.39,2nd sem,0.8768,No,3.6,5,8,other,other,course,2,2,0,Poor,Wifi,4G,Mobile,Moderate,Low,Medium,Medium,Yes,Medium,Positive,High School,Near
Female,19,KLS,Undergraduate,Data SCience,On-Campus,No sports,4-5 hrs,2,4,5,5,5,1,3,5,Sports and Fitness ,1,54,No,27,8,6.78,2nd sem,0.8944,Yes,3.6,0,3,teacher,teacher,reputation,1,2,0,Mid,Wifi,3G,Computer,Moderate,Low,Low,Medium,Yes,Medium,Neutral,Postgraduate,Near
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,On-Campus,4-6 times,4-6 hrs,5,2,4,4,3,3,1,4,Sleep,5,92,No,77,2,6.19,2nd sem,0.5869,Yes,3.6,2,5,health,other,reputation,1,2,0,Poor,Mobile Data,3G,Mobile,Low,Medium,High,Medium,Yes,Low,Neutral,College,Near
Female,20,VTU,Undergraduate,Data SCience,Off-Campus,No sports,4-5 hrs,3,2,5,3,5,5,4,2,"Gaming , Sleep ",4,63,No,43,0,7.79,2nd sem,0.8854,Yes,1.7,2,6,other,other,home,2,2,0,Mid,Mobile Data,3G,Mobile,Moderate,Medium,Medium,High,Yes,Medium,Positive,College,Moderate
Female,21,VTU,Undergraduate,Data SCience,Off-Campus,1-3 times,6-7 hrs,2,5,5,5,3,2,1,1,Sleep,8,67,Yes,60,1,6.89,3rd Sem,0.9736,Yes,2.4,1,1,at_home,other,reputation,2,3,0,Mid,Mobile Data,3G,Mobile,Moderate,Medium,Medium,Low,Yes,Medium,Neutral,High School,Near
Female,21,VTU,Undergraduate,Computer Science,Off-Campus,No sports,4-5 hrs,3,3,2,1,2,5,2,4,"Gaming , Sleep ",8,55,No,48,2,7.04,3rd Sem,0.5832,No,4,3,8,other,other,home,1,2,0,Mid,Wifi,4G,Computer,Moderate,Medium,Medium,Low,Yes,Medium,Neutral,Postgraduate,Moderate
Female,19,KLS,Undergraduate,Data SCience,Off-Campus,No sports,7-8 hrs,3,5,4,1,3,5,4,5,Sleep,7,55,Yes,47,1,6.9,3rd Sem,0.8855,No,3.3,3,6,other,other,home,1,1,0,Mid,Wifi,4G,Mobile,Low,Low,Medium,Low,Yes,High,Neutral,College,Moderate
Female,21,VDIT,Undergraduate,Computer Science,Off-Campus,4-6 times,4-5 hrs,5,4,3,3,5,5,1,2,"Religious Activities, Social Connections, Online Entertainment",3,79,Yes,60,5,5.74,3rd Sem,0.8543,No,1.1,3,4,other,other,home,1,2,0,Mid,Wifi,4G,Mobile,Low,Low,Medium,Medium,Yes,Medium,Positive,High School,Near
Female,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,1-3 times,6-7 hrs,1,2,3,5,2,3,4,3,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities",1,78,Yes,53,6,8.57,3rd Sem,0.7368,No,1.2,5,10,services,other,course,2,2,1,Poor,Mobile Data,3G,Mobile,Low,High,Medium,Low,No,High,Positive,Postgraduate,Moderate
Female,23,VTU,Undergraduate,Data SCience,On-Campus,No sports,7-8 hrs,2,4,3,3,5,2,4,4,Nothing ,1,45,No,19,4,9.05,3rd Sem,0.529,Yes,2.4,1,3,at_home,services,course,1,2,1,Poor,Wifi,3G,Mobile,Moderate,Medium,Medium,High,Yes,Medium,Neutral,High School,Near
Female,19,KLS,Undergraduate,Computer Science,Off-Campus,No sports,5-6 hrs,5,5,3,1,1,4,5,5,"Religious Activities, Social Connections, Online Entertainment",3,41,Yes,23,4,8.29,3rd Sem,0.5373,No,3.7,3,10,other,other,course,2,1,1,Mid,Mobile Data,3G,Mobile,Moderate,Medium,High,Medium,No,Low,Positive,High School,Near
Male,20,KLS,Undergraduate,Computer Science,Off-Campus,No sports,6-7 hrs,1,5,3,2,1,2,1,4,"Gaming , Sleep ",6,93,Yes,81,6,8.26,3rd Sem,0.9262,No,2.6,5,8,other,at_home,course,1,1,1,Mid,Wifi,4G,Mobile,Moderate,High,Medium,High,Yes,Medium,Neutral,College,Moderate
Female,21,VTU,Undergraduate,Computer Science,Off-Campus,No sports,4-5 hrs,4,3,3,3,1,5,5,3,Sleep,7,52,No,41,5,5.76,3rd Sem,0.9951,Yes,2.5,2,10,teacher,teacher,course,1,1,0,Mid,Mobile Data,4G,Mobile,Moderate,High,Low,Medium,Yes,Medium,Positive,Postgraduate,Moderate
Male,19,KLS,Undergraduate,Computer Science,Off-Campus,No sports,4-5 hrs,5,2,3,4,2,5,4,1,"Religious Activities, Social Connections, Online Entertainment",6,83,Yes,71,7,7.42,3rd Sem,0.838,Yes,1.3,0,8,other,other,course,1,2,0,Poor,Mobile Data,3G,Mobile,Low,Low,Low,Low,Yes,Medium,Positive,Postgraduate,Near
Female,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,On-Campus,No sports,4-6 hrs,5,4,2,5,4,2,5,1,"Gaming , Sleep ",6,86,Yes,75,8,5.73,3rd Sem,0.723,Yes,3,5,3,at_home,at_home,course,1,3,0,Rich,Wifi,4G,Mobile,High,Medium,Medium,Low,No,High,Positive,High School,Far
Female,19,KLS,Undergraduate,Computer Science,On-Campus,No sports,6-7 hrs,5,4,5,2,5,1,4,3,"Gaming , Sleep ",6,98,Yes,89,1,7.56,3rd Sem,0.8238,Yes,3.5,2,2,other,other,course,1,1,0,Poor,Mobile Data,3G,Mobile,Low,High,Medium,Medium,Yes,High,Neutral,College,Near
Female,24,VDIT,Undergraduate,Data SCience,On-Campus,No sports,4-5 hrs,2,5,5,5,5,5,4,2,"Religious Activities, Social Connections, Online Entertainment",3,48,No,28,1,7.35,3rd Sem,0.7972,No,2.1,2,8,at_home,services,course,3,2,0,Mid,Mobile Data,3G,Mobile,Low,Medium,Medium,Low,Yes,Low,Neutral,Postgraduate,Far
Male,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,4-6 times,6-7 hrs,2,5,4,4,2,5,1,4,Sleep,6,73,Yes,60,0,9.17,3rd Sem,0.6918,No,3.3,0,8,other,other,course,4,1,1,Mid,Wifi,4G,Mobile,Moderate,High,Medium,Medium,Yes,Low,Positive,High School,Near
Male,24,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,No sports,5-6 hrs,2,4,5,5,5,3,1,5,Sports and Fitness ,8,56,Yes,54,6,5.56,3rd Sem,0.5328,Yes,3.9,2,8,other,services,reputation,1,2,0,Poor,Mobile Data,4G,Mobile,Low,Medium,Low,Medium,Yes,Medium,Positive,High School,Near
Female,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,On-Campus,No sports,4-6 hrs,2,5,5,4,2,4,1,3,Sleep,2,66,Yes,41,3,5.86,3rd Sem,0.9108,Yes,1.6,1,8,other,other,home,1,1,1,Mid,Wifi,4G,Mobile,Low,Low,High,Medium,Yes,Low,Neutral,College,Near
Female,19,VDIT,Undergraduate,Computer Science,On-Campus,4-6 times,6-7 hrs,4,2,3,4,5,2,1,3,Religious Activities,5,68,No,52,8,7.4,3rd Sem,0.6859,Yes,2.6,0,8,at_home,other,course,2,3,0,Poor,Wifi,4G,Mobile,Moderate,Medium,High,High,Yes,High,Neutral,College,Near
Male,20,KLS,Undergraduate,Computer Science,On-Campus,No sports,6-7 hrs,3,5,4,2,3,4,2,2,Sports and Fitness ,1,76,No,53,5,9.29,3rd Sem,0.9094,No,1.9,2,8,teacher,other,course,1,2,0,Mid,Wifi,4G,Mobile,Moderate,Medium,Low,Medium,Yes,High,Negative,High School,Near
Male,19,VDIT,Undergraduate,Computer Science,Off-Campus,7+ times,6-7 hrs,2,2,2,3,3,3,5,3,"Religious Activities, Social Connections, Online Entertainment",1,82,No,52,6,7.04,3rd Sem,0.6263,No,3.4,4,10,health,other,course,2,2,0,Mid,Wifi,4G,Mobile,Low,Medium,Medium,Medium,Yes,Medium,Positive,College,Moderate
Female,19,VTU,Undergraduate,Data SCience,On-Campus,No sports,6-7 hrs,1,5,2,5,5,5,3,3,"Gaming , Sleep ",5,61,Yes,47,6,9.4,3rd Sem,0.5005,Yes,2.7,5,4,teacher,other,course,2,2,0,Mid,Wifi,4G,Mobile,Moderate,Low,High,Medium,Yes,High,Positive,Postgraduate,Near
Male,20,VTU,Undergraduate,Data SCience,On-Campus,No sports,6-7 hrs,1,4,3,5,1,4,2,2,Religious Activities,3,90,Yes,71,7,8.81,3rd Sem,0.5795,Yes,2.9,2,10,teacher,other,course,1,1,0,Poor,Mobile Data,4G,Mobile,High,Low,Low,Low,Yes,High,Neutral,High School,Near
Male,21,VDIT,Undergraduate,Computer Science,Off-Campus,7+ times,6-7 hrs,1,5,3,3,4,1,3,2,Sports and Fitness ,4,63,Yes,42,3,7.15,3rd Sem,0.7343,No,3.4,1,1,services,services,course,1,1,0,Mid,Mobile Data,4G,Mobile,Moderate,High,High,Medium,Yes,High,Negative,High School,Near
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,No sports,7-8 hrs,1,2,5,5,5,2,4,4,Religious Activities,3,46,Yes,21,2,5.91,3rd Sem,0.9722,Yes,2.2,3,9,teacher,services,course,1,2,0,Mid,Wifi,4G,Mobile,Moderate,Low,Medium,Medium,Yes,Medium,Negative,Postgraduate,Near
Female,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,On-Campus,No sports,6-7 hrs,1,2,2,4,3,4,2,1,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities",1,73,Yes,48,2,5.86,3rd Sem,0.5511,Yes,3.7,2,3,other,other,home,2,3,0,Mid,Mobile Data,4G,Mobile,Moderate,Medium,Medium,Medium,Yes,Low,Positive,High School,Moderate
Female,19,VTU,Undergraduate,Data SCience,On-Campus,1-3 times,4-5 hrs,4,5,5,4,4,2,2,5,Nothing ,1,87,No,64,9,8.52,3rd Sem,0.9271,No,2.6,3,6,services,other,home,2,3,0,Mid,Mobile Data,3G,Mobile,Moderate,High,Low,Medium,Yes,Low,Neutral,College,Moderate
Male,19,KLS,Undergraduate,Computer Science,On-Campus,No sports,6-7 hrs,2,5,3,2,3,5,4,5,"Gaming , Sleep ",5,51,Yes,38,7,6.98,3rd Sem,0.7635,Yes,1.5,4,6,at_home,other,course,1,2,0,Mid,Mobile Data,2G,Mobile,Low,Medium,High,Low,Yes,Low,Negative,College,Far
Female,19,KLS,Undergraduate,Computer Science,Off-Campus,No sports,6-7 hrs,1,5,3,1,3,3,1,4,"Gaming , Sleep ",6,62,Yes,49,2,7.56,3rd Sem,0.913,No,3.1,2,10,other,other,course,2,3,0,Mid,Mobile Data,4G,Mobile,Moderate,Low,Medium,Medium,Yes,Medium,Negative,High School,
Female,20,KLS,Undergraduate,Data SCience,On-Campus,No sports,4-5 hrs,2,5,5,4,3,5,2,1,"Religious Activities, Social Connections, Online Entertainment",3,54,No,35,7,5.72,3rd Sem,0.6492,Yes,3.4,0,7,other,other,course,3,1,0,Mid,Mobile Data,3G,Mobile,Low,Medium,High,Medium,Yes,Low,Positive,High School,Near
Male,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,1-3 times,4-5 hrs,3,4,4,4,4,3,2,4,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities",9,72,No,73,1,7.7,3rd Sem,0.92,Yes,2,3,8,other,services,course,1,2,0,Mid,Mobile Data,2G,Mobile,Low,Medium,High,High,Yes,Low,Positive,College,Near
Female,23,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,No sports,6-7 hrs,2,4,5,1,5,5,2,1,Sleep,5,96,Yes,81,4,6.36,3rd Sem,0.8864,No,3.6,4,8,other,other,course,2,1,0,Poor,Mobile Data,4G,Mobile,Low,Medium,Medium,Low,No,Medium,Neutral,College,Far
Female,20,VTU,Undergraduate,Data SCience,Off-Campus,No sports,6-7 hrs,2,5,5,3,3,5,4,4,Sleep,8,52,No,47,4,8.45,3rd Sem,0.615,No,3.7,0,8,services,services,other,1,1,3,Mid,Mobile Data,3G,Mobile,Low,High,Medium,Medium,Yes,Low,Neutral,High School,Moderate
Female,22,KLS,Undergraduate,Data SCience,Off-Campus,7+ times,6-7 hrs,3,2,4,5,1,5,2,4,"Gaming , Sleep ",1,62,No,36,6,6.47,3rd Sem,0.5657,Yes,1.8,0,8,other,services,course,1,2,0,Poor,Mobile Data,4G,Mobile,Low,Medium,Low,Medium,Yes,High,Neutral,High School,Near
Female,21,VTU,Undergraduate,Data SCience,On-Campus,No sports,4-6 hrs,1,5,3,3,2,3,5,2,"Gaming , Sleep ",5,77,No,63,4,7.34,3rd Sem,0.934,No,4,0,8,other,other,other,1,1,0,Mid,Mobile Data,4G,Mobile,Low,Medium,Low,Low,Yes,High,Neutral,Postgraduate,Near
Female,20,VTU,Undergraduate,Computer Science,On-Campus,No sports,4-6 hrs,3,4,5,1,5,3,2,2,Sleep,3,71,Yes,52,8,9.57,3rd Sem,0.9816,Yes,1.4,0,6,services,other,course,2,1,0,Mid,Wifi,4G,Mobile,Low,Low,High,Medium,Yes,Medium,Negative,College,Moderate
Female,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,On-Campus,No sports,5-6 hrs,4,2,3,1,4,2,3,5,"Gaming , Sleep ",1,84,No,58,2,7.94,3rd Sem,0.5157,Yes,1.6,2,7,at_home,other,reputation,3,2,1,Poor,Wifi,4G,Computer,High,Medium,Low,Low,Yes,High,Positive,High School,Moderate
Male,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,No sports,6-7 hrs,1,4,5,3,1,5,2,4,"Religious Activities, Social Connections, Online Entertainment",4,89,Yes,77,8,9.45,3rd Sem,0.8656,No,1.6,5,2,services,services,other,1,1,2,Mid,Mobile Data,4G,Mobile,Moderate,High,Medium,Medium,Yes,Medium,Positive,High School,Moderate
Female,24,VTU,Undergraduate,Data SCience,On-Campus,7+ times,5-6 hrs,1,2,4,2,5,4,5,4,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities",5,74,No,58,0,9.19,3rd Sem,0.9548,Yes,3.7,2,8,other,other,course,2,1,0,Poor,Mobile Data,4G,Mobile,Low,Medium,Medium,Medium,No,High,Neutral,High School,Near
Female,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,On-Campus,7+ times,6-7 hrs,3,2,3,2,5,1,3,2,Sleep,7,40,Yes,33,2,6.14,3rd Sem,0.9287,Yes,3,2,7,other,other,course,1,1,0,Mid,Mobile Data,3G,Mobile,Moderate,Medium,High,Medium,Yes,High,Negative,High School,Far
Male,20,KLS,Undergraduate,Computer Science,On-Campus,4-6 times,5-6 hrs,1,5,3,4,4,5,1,5,Sports and Fitness ,1,86,Yes,67,3,8.16,3rd Sem,0.9823,No,1.5,4,3,health,other,course,2,1,1,Mid,Wifi,4G,Mobile,Low,Low,Medium,Low,Yes,Low,Negative,College,Near
Male,21,KLS,Undergraduate,Data SCience,Off-Campus,No sports,4-5 hrs,4,5,3,1,1,2,5,1,Social Connections ,3,97,Yes,76,5,5.38,3rd Sem,0.88,No,2.3,4,5,other,other,course,1,2,0,Mid,Wifi,4G,Mobile,Low,Low,High,High,Yes,Medium,Positive,High School,Far
Female,19,KLS,Undergraduate,Computer Science,Off-Campus,1-3 times,4-5 hrs,5,5,2,5,4,1,4,3,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities",2,84,No,62,9,6.79,3rd Sem,0.7211,Yes,2.8,5,10,teacher,services,reputation,1,4,0,Poor,Mobile Data,4G,Mobile,Moderate,Medium,High,High,Yes,Medium,Positive,High School,Moderate
Male,20,VDIT,Undergraduate,Data SCience,Off-Campus,No sports,6-7 hrs,2,2,5,4,4,2,5,4,Religious Activities,9,44,No,37,7,6.32,3rd Sem,0.656,No,1.3,4,5,services,services,home,1,2,0,Mid,Mobile Data,4G,Mobile,Moderate,Medium,High,High,Yes,Low,Positive,High School,Moderate
Female,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,On-Campus,1-3 times,7-8 hrs,4,5,2,4,5,2,3,5,"Gaming , Online Entertainment ",6,96,No,86,6,6.83,3rd Sem,0.6604,No,3.6,1,2,services,other,course,3,2,1,Mid,Wifi,4G,Mobile,Moderate,Low,Low,Medium,Yes,Medium,Positive,High School,Moderate
Female,19,VDIT,Undergraduate,Computer Science,On-Campus,4-6 times,6-7 hrs,5,5,5,2,2,5,3,4,"Gaming , Online Entertainment ",3,52,Yes,37,7,8.45,3rd Sem,0.8622,No,3.4,5,8,other,other,course,1,3,0,Mid,Mobile Data,4G,Mobile,Moderate,High,Medium,Medium,Yes,Low,Neutral,High School,Near
Female,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,On-Campus,1-3 times,6-7 hrs,5,5,5,5,4,1,5,1,Religious Activities,8,93,No,88,5,7.28,3rd Sem,0.8729,No,2.5,4,3,other,at_home,home,1,3,0,Mid,Mobile Data,4G,Mobile,Moderate,Medium,Low,Low,Yes,Medium,Positive,High School,Near
Female,21,VDIT,Undergraduate,Computer Science,Off-Campus,1-3 times,5-6 hrs,3,4,3,2,5,2,5,5,Sports and Fitness ,8,44,No,38,5,6.39,3rd Sem,0.6002,Yes,3.9,5,10,other,other,home,1,2,0,Rich,Mobile Data,4G,Mobile,Low,Low,Medium,Low,Yes,Medium,Positive,High School,Near
Male,21,VTU,Undergraduate,Data SCience,On-Campus,No sports,4-6 hrs,4,5,3,1,3,4,3,3,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities",2,99,Yes,76,5,7.02,3rd Sem,0.9341,Yes,2.3,2,2,services,at_home,reputation,1,2,0,Poor,Mobile Data,4G,Mobile,Moderate,Medium,High,Low,Yes,High,Positive,High School,Near
Female,24,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,No sports,4-6 hrs,5,2,2,2,4,5,1,3,Sleep,6,71,No,57,2,5.65,3rd Sem,0.8575,Yes,4,2,7,other,other,home,1,2,0,Rich,Wifi,4G,Tab,High,Low,Low,Medium,Yes,Medium,Positive,High School,Near
Male,22,KLS,Undergraduate,Computer Science,Off-Campus,No sports,7-8 hrs,4,5,3,3,2,4,3,4,Sleep,7,90,Yes,82,9,8.53,3rd Sem,0.7814,No,3,5,1,other,services,other,2,1,0,Mid,Mobile Data,4G,Mobile,Moderate,Low,Low,Medium,Yes,Medium,Negative,College,Near
Female,20,VDIT,Undergraduate,Data SCience,On-Campus,7+ times,6-7 hrs,4,4,5,2,4,3,1,2,"Gaming , Sleep ",2,60,No,35,3,6.91,3rd Sem,0.7358,No,2.9,1,2,services,services,course,1,4,0,Mid,Mobile Data,4G,Mobile,Moderate,High,Medium,Medium,Yes,Low,Negative,College,Moderate
Female,22,VTU,Undergraduate,Data SCience,Off-Campus,No sports,6-7 hrs,3,3,4,2,1,3,2,4,"Gaming , Online Entertainment ",2,63,Yes,41,5,5.88,3rd Sem,0.7716,No,1.5,1,10,other,other,course,2,2,0,Mid,Wifi,4G,Mobile,Moderate,Medium,Medium,Medium,Yes,Medium,Neutral,High School,Near
Male,19,KLS,Undergraduate,Data SCience,Off-Campus,No sports,6-7 hrs,1,4,2,4,4,3,1,5,"Religious Activities, Social Connections, Online Entertainment",1,99,Yes,75,6,6.83,3rd Sem,0.5796,No,3.6,5,6,services,other,home,1,2,0,Rich,Wifi,4G,Computer,High,Medium,Medium,High,Yes,Low,Positive,Postgraduate,Moderate
Male,20,VDIT,Undergraduate,Computer Science,Off-Campus,7+ times,7-8 hrs,2,2,3,3,1,2,3,2,"Gaming , Online Entertainment ",8,57,No,51,2,7.61,3rd Sem,0.6019,No,2.3,4,4,teacher,other,course,1,2,0,Mid,Mobile Data,3G,Mobile,Moderate,High,Low,High,Yes,High,Positive,College,Moderate
Male,22,VTU,Undergraduate,Computer Science,Off-Campus,1-3 times,7-8 hrs,4,2,3,3,4,1,5,3,Sports and Fitness ,1,60,Yes,34,3,7.56,3rd Sem,0.5456,No,1.5,3,8,other,other,course,1,3,0,Mid,Wifi,4G,Mobile,Low,Medium,Medium,Medium,Yes,Low,Positive,High School,Near
Male,24,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,No sports,5-6 hrs,1,5,2,3,1,5,1,1,"Gaming , Online Entertainment ",9,93,No,92,5,6.38,3rd Sem,0.5768,No,1,1,1,other,other,home,1,3,0,Poor,Mobile Data,4G,Mobile,Moderate,Low,Medium,High,Yes,Low,Negative,High School,Near
Female,19,VDIT,Undergraduate,Computer Science,On-Campus,No sports,6-7 hrs,1,5,3,3,4,2,5,5,Sleep,6,49,No,39,0,9.45,3rd Sem,0.7268,Yes,2.7,0,6,at_home,services,home,1,3,0,Poor,Mobile Data,4G,Mobile,Moderate,Medium,Medium,Low,Yes,Medium,Positive,High School,Near
Male,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,On-Campus,No sports,6-7 hrs,2,4,4,4,1,2,4,1,"Gaming , Online Entertainment ",7,63,No,56,6,8,3rd Sem,0.7652,Yes,2.6,2,3,other,other,home,2,1,0,Mid,Wifi,4G,Computer,Low,Medium,Medium,Low,No,High,Positive,College,Moderate
Male,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,On-Campus,No sports,7-8 hrs,5,2,4,3,3,4,1,3,"Religious Activities, Social Connections, Online Entertainment",7,79,No,69,0,8.15,3rd Sem,0.5089,No,3.2,5,5,other,other,reputation,2,2,0,Mid,Wifi,4G,Tab,Moderate,Medium,Medium,Medium,No,Low,Positive,High School,Near
Female,23,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,No sports,7-8 hrs,5,2,4,4,5,2,4,3,Sleep,3,86,Yes,69,9,6.96,3rd Sem,0.8984,No,3.7,0,2,services,other,other,1,2,0,Rich,Mobile Data,3G,Mobile,Moderate,Medium,High,Medium,Yes,Low,Neutral,High School,Near
Female,23,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,On-Campus,7+ times,6-7 hrs,3,2,5,3,1,5,2,1,Sleep,2,60,Yes,40,8,5.55,3rd Sem,0.6471,No,1.2,5,10,teacher,other,reputation,2,2,0,Mid,Wifi,4G,Tab,Moderate,Medium,High,Medium,Yes,High,Neutral,High School,Moderate
Male,20,VTU,Undergraduate,Computer Science,On-Campus,4-6 times,6-7 hrs,2,5,4,1,3,3,4,3,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities",9,64,Yes,63,9,7.88,3rd Sem,0.9559,Yes,3.2,2,6,health,other,reputation,1,2,0,Mid,Mobile Data,3G,Mobile,Moderate,Medium,Medium,Medium,Yes,Low,Negative,Postgraduate,Near
Male,21,VDIT,Undergraduate,Data SCience,On-Campus,1-3 times,6-7 hrs,3,2,4,2,4,3,2,2,"Religious Activities, Social Connections, Online Entertainment",8,91,No,86,8,8.28,3rd Sem,0.9838,Yes,1.6,2,10,other,other,reputation,2,2,0,Poor,Mobile Data,4G,Mobile,Moderate,High,Medium,High,Yes,Medium,Positive,College,Moderate
Female,21,VTU,Undergraduate,Computer Science,Off-Campus,7+ times,6-7 hrs,2,4,3,3,5,4,2,5,Religious Activities,7,99,No,89,8,9.62,3rd Sem,0.5927,No,3.6,1,10,other,services,home,1,2,0,Mid,Wifi,4G,Mobile,Low,High,Low,High,Yes,Low,Negative,High School,Near
Female,19,KLS,Undergraduate,Data SCience,On-Campus,No sports,4-6 hrs,1,2,3,4,5,3,5,2,Social Connections ,9,96,Yes,94,3,6.15,3rd Sem,0.731,No,3.5,1,2,other,services,reputation,1,4,0,Poor,Mobile Data,3G,Mobile,Moderate,Medium,High,Low,Yes,Low,Neutral,Postgraduate,Moderate
Female,19,VTU,Undergraduate,Data SCience,On-Campus,No sports,5-6 hrs,1,3,2,5,3,4,5,3,"Religious Activities, Social Connections, Online Entertainment",4,98,Yes,79,1,8.12,3rd Sem,0.5006,Yes,2.6,0,7,other,other,home,2,2,0,Mid,Wifi,4G,Mobile,Moderate,Low,High,Medium,Yes,Low,Negative,High School,Far
Male,20,VDIT,Undergraduate,Data SCience,On-Campus,4-6 times,6-7 hrs,4,2,5,3,2,4,5,1,Sleep,4,62,No,44,6,9.04,3rd Sem,0.7992,Yes,3.1,5,7,at_home,at_home,home,1,2,0,Mid,Wifi,4G,Mobile,Moderate,Medium,Medium,High,Yes,Medium,Neutral,College,Moderate
Female,19,KLS,Undergraduate,Data SCience,On-Campus,No sports,4-5 hrs,3,5,4,4,5,1,2,2,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities",1,61,No,33,3,6.4,3rd Sem,0.8037,Yes,1.9,2,3,other,other,home,1,2,0,Poor,Mobile Data,3G,Mobile,Low,Low,High,Medium,Yes,Medium,Negative,Postgraduate,Near
Male,20,KLS,Undergraduate,Data SCience,On-Campus,1-3 times,5-6 hrs,3,4,3,3,3,1,5,3,"Gaming , Sleep ",8,43,No,36,4,7.77,3rd Sem,0.6238,Yes,2.4,0,3,at_home,health,reputation,2,2,0,Mid,Wifi,4G,Tab,Moderate,Low,Low,Medium,Yes,Low,Positive,College,
